id,type,chinese,romaji,classification,audioid,english
347,主詞目,小兒麻痺,sió-jî-bâ-pì/sió-lî-bâ-pì,傷疾病痛,347(1),Polio
348,主詞目,山坪,suann-phiânn,"地理,自然現象",348(1),Shanping
349,主詞目,丈姆,tiūnn-ḿ,"性別、婚姻,稱謂輩分",349(1),husband
350,主詞目,大姆,tuā-ḿ,"宗族、家庭,稱謂輩分",350(1),dam
351,主詞目,大姊,tuā-tsí,"宗族、家庭,稱謂輩分",351(1),eldest sister
352,主詞目,大姑,tuā-koo,"宗族、家庭,稱謂輩分",352(1),aunt
353,主詞目,小妹,sió-muē/sió-bē,"宗族、家庭,稱謂輩分",353(1),little sister
354,主詞目,小姐,sió-tsiá,"宗族、家庭,稱謂輩分",354(1),Miss
355,主詞目,小姑,sió-koo,"宗族、家庭,稱謂輩分",355(1),sister-in-law
356,主詞目,丈姆婆,tiūnn-ḿ-pô,"性別、婚姻,稱謂輩分",356(1),mother-in-law
357,主詞目,下底,ē-té/ē-tué,空間方位,357(1),Bottom
358,主詞目,大官,ta-kuann,"宗族、家庭,稱謂輩分",358(1),high official
359,主詞目,大官虎,tuā-kuann-hóo,"地位、身世、背景,政治",359(1),Daguanhu
360,主詞目,土性,thóo-sìng,"個性風格,氣質態度",360(1),Earthy
361,主詞目,下性命,hē-sènn-miā/hē-sìnn-miā,"個性風格,性質、程度,副詞",361(1),risk one's life
362,主詞目,大房,tuā-pâng,"宗族、家庭,稱謂輩分",362(1),big room
363,主詞目,大拖,tuā-thua,農林業,363(1),Big drag
364,主詞目,下昏,e-hng,時間節令,364(1),Faint
365,主詞目,山東白仔,suann-tang-pe̍h-á,"蔬果作物,食物、飲料、煙酒",365(1),Shandong Baizi
366,主詞目,下昏暗,e-hng-àm,時間節令,366(1),dimly
367,主詞目,乞的,khit--ê,泛稱,367(1),Begging
368,主詞目,土直,thóo-ti̍t,個性風格,368(1),earthy
369,主詞目,三肢手,sann-ki-tshiú,相關用語,369(1),three-limbed hand
370,主詞目,久長,kú-tn̂g,時間節令,370(1),long lasting
371,主詞目,千金,tshian-kim,"宗族、家庭,稱謂輩分,性質、程度",371(1),daughter
372,主詞目,三長兩短,sann-tn̂g-nn̄g-té,生養老死,372(1),Three long and two short
373,主詞目,上青苔,tshiūnn-tshenn-thî/tshiūnn-tshinn-thî,植物形體、狀態,373(1),moss on
374,主詞目,久長病,kú-tn̂g-pēnn/kú-tn̂g-pīnn,傷疾病痛,374(1),chronic illness
375,主詞目,千金譜,Tshian-kim-phóo,教育、學術,375(1),Qianjinpu
376,主詞目,大便,tāi-piān,"反應、表情,廢棄物",376(1),defecate
377,主詞目,大前年,tuā-tsûn--nî,時間節令,377(1),the year before last
378,主詞目,大姨,tuā-î,"宗族、家庭,稱謂輩分",378(1),aunt
379,主詞目,上帝,Siōng-tè,神明、鬼怪、教派,379(1),God
380,主詞目,上帝公,Siōng-tè-kong,神明、鬼怪、教派,380(1),God
381,主詞目,三思,sàm-su,心理活動,381(1),think twice
382,主詞目,大後日,tuā-āu--ji̍t/tuā-āu--li̍t,時間節令,382(1),Day after tomorrow
383,主詞目,大後年,tuā-āu--nî,時間節令,383(1),The year after tomorrow
384,主詞目,山後鳥,suann-āu-tsiáu,禽類,384(1),mountain bird
385,主詞目,也是,iā sī,副詞,385(1),Too
386,主詞目,才是,tsiah-sī,副詞,386(1),That's it
387,主詞目,大昨日,tuā-tso̍h--ji̍t/tuā-tso̍h--li̍t,時間節令,387(1),big yesterday
388,主詞目,大某,tuā-bóo,"宗族、家庭,稱謂輩分",388(1),Big
389,主詞目,山洞,suann-tōng,"地理,自然現象",389(1),cave
390,主詞目,三牲,sam-sing,"食物、飲料、煙酒,相關器具、活動",390(1),three animals
391,主詞目,三界公,Sam-kài-kong,神明、鬼怪、教派,391(1),Lord of the Three Realms
392,主詞目,三界娘仔,sam-kài-niû-á,"魚蝦海獸,食物、飲料、煙酒",392(1),Three Realms Girl
393,主詞目,山珍海味,san-tin-hái-bī,食物、飲料、煙酒,393(1),Delicacies from mountains and seas
394,主詞目,山苳蒿,suann-tang-o,"蔬果作物,醫療保健,食物、飲料、煙酒",394(1),Artemisia vulgaris
395,主詞目,低音,kē-im,戲劇、音樂,395(1),bass
396,主詞目,乞食,khit-tsia̍h,地位、身世、背景,396(1),Beg for food
397,主詞目,口面,kháu-bīn,空間方位,397(1),Oral face
398,主詞目,口音,kháu-im,語言、文字、符號,398(1),accent
399,主詞目,乞食命,khit-tsia̍h-miā,生活狀況,399(1),begging for life
400,主詞目,大面神,tuā-bīn-sîn,"個性風格,道德評價",400(1),Big Face God
401,主詞目,乞食琴,khit-tsia̍h-khîm,戲劇、音樂,401(1),begging harp
402,主詞目,乞食頭,khit-tsia̍h-thâu,地位、身世、背景,402(1),beggar head
403,主詞目,土匪,thóo-huí,地位、身世、背景,403(1),bandit
404,主詞目,大厝,tuā-tshù,"生養老死,建築物、結構",404(1),big house
405,主詞目,大哥,tuā-ko,"宗族、家庭,稱謂輩分",405(1),Big brother
406,主詞目,低厝仔,kē-tshù-á,建築物、結構,406(1),low house boy
407,主詞目,大娘姑,tuā-niû-koo,"宗族、家庭,稱謂輩分",407(1),eldest lady
408,主詞目,口座,kháu-tsō,錢財資產,408(1),Mouth seat
409,主詞目,土師,thóo-sai,地位、身世、背景,409(1),Tushi
410,主詞目,大孫,tuā-sun,"宗族、家庭,稱謂輩分",410(1),eldest grandson
411,主詞目,大家,ta-ke,"宗族、家庭,稱謂輩分",411(1),Everyone
412,主詞目,子宮,tsú-kiong,生理構造,412(1),Uterus
413,主詞目,山崁,suann-khàm,"地理,自然現象",413(1),Shankan
414,主詞目,大家口,tuā-ke-kháu,宗族、家庭,414(1),Everyone
415,主詞目,大家官,ta-ke-kuann,"宗族、家庭,稱謂輩分",415(1),Great official
416,主詞目,子時,tsú-sî,時間節令,416(1),Zishi
417,主詞目,上桌,tsiūnn-toh,飲食行為,417(1),Serve
418,主詞目,口氣,kháu-khì,氣質態度,418(1),tone
419,主詞目,大氣,tāi-khì,天文,419(1),atmosphere
420,主詞目,大氣,tuā-khuì,反應、表情,420(1),atmosphere
421,主詞目,大氣喘,tuā-khuì-tshuán,傷疾病痛,421(1),Shortness of breath
422,主詞目,干涉,kan-sia̍p,待人處事,422(1),put one's oar in
423,主詞目,低級,kē-kip,"地位、身世、背景,性質、程度",423(1),Low level
424,主詞目,大陣,tuā tīn,數詞、量詞,424(1),Formation
425,主詞目,小鬼仔殼,siáu-kuí-á-khak,休閒、娛樂,425(1),Little ghost shell
426,主詞目,三除四扣,sann-tû-sì-khàu,錢財資產,426(1),Three minus four deductions
427,主詞目,上崎,tsiūnn-kiā,地理,427(1),Uesaki
428,主詞目,山崙,suann-lūn,"地理,自然現象",428(1),Shanlun
429,主詞目,才情,tsâi-tsîng,才智能力,429(1),Talent
430,主詞目,三教,sam-kàu,神明、鬼怪、教派,430(1),three religions
431,主詞目,下晝,ē-tàu,時間節令,431(1),afternoon
432,主詞目,下晡,ē-poo,時間節令,432(1),xiaoyun
433,主詞目,小票,sió-phiò,錢財資產,433(1),receipt
434,主詞目,三絃,sam-hiân,戲劇、音樂,434(1),Sanxian
435,主詞目,大細,tuā-sè/tuā-suè,"形貌、體積,性質、程度",435(1),big and small
436,主詞目,大細心,tuā-sè-sim/tuā-suè-sim,"個性風格,心理狀態,待人處事",436(1),Be careful
437,主詞目,大細目,tuā-sè-ba̍k/tuā-suè-ba̍k,"生理構造,個性風格,心理狀態,待人處事",437(1),Big details
438,主詞目,山頂,suann-tíng,"地理,自然現象",438(1),top of mountain
439,主詞目,工場,kang-tiûnn,科技、工業,439(1),workshop
440,主詞目,大富,tuā-pù,生活狀況,440(1),Dafu
441,主詞目,大寒,tuā-kuânn,"氣候溫度,時間節令",441(1),Great Cold
442,主詞目,大富大貴,tuā-hù-tuā-kuì,,442(1),great wealth
443,主詞目,大摒掃,tuā-piànn-sàu,生活勞動,443(1),Big sweep
444,主詞目,上殕,tshiūnn-phú,"自然現象,植物形體、狀態,食物、飲料、煙酒,形貌、體積",444(1),Go to death
445,主詞目,下港,ē-káng,"地理,空間方位",445(1),Xiagang
446,主詞目,大港,tuā-káng,地理,446(1),Dagang
447,主詞目,大湧,tuā-íng,自然現象,447(1),Dayong
448,主詞目,干焦,kan-na,副詞,448(1),Dry coke
449,主詞目,下痟,hā-siau,"才智能力,傷疾病痛",449(1),Xiaxie
450,主詞目,口琴,kháu-khîm,戲劇、音樂,450(1),harmonica
451,主詞目,工程,kang-tîng,科技、工業,451(1),project
452,主詞目,工程師,kang-tîng-su,科技、工業,452(1),engineer
453,主詞目,上等,siōng-tíng,性質、程度,453(1),upscale
454,主詞目,大筒,tuā-tâng,"醫療保健,生活用品",454(1),big tube
455,主詞目,小等,sió-tán,一般動詞-靜態動詞,455(1),Wait
456,主詞目,土菝仔,thóo-pua̍t-á,"蔬果作物,醫療保健,食物、飲料、煙酒",456(1),Smilax
457,主詞目,上訴,siōng-sòo,法律,457(1),appeal
458,主詞目,大量,tāi-liōng,,458(1),A lot
459,主詞目,弓開,king--khui,性質、程度,459(1),bow open
460,主詞目,凡勢,huān-sè,副詞,460(1),Fanshi
461,主詞目,山勢,suann-sè,"地理,自然現象",461(1),mountains
462,主詞目,土想,thóo-siūnn,心理活動,462(1),Earthly thoughts
463,主詞目,下暗,e-àm,時間節令,463(1),Dark
464,主詞目,工會,kang-huē,"組織團體,相關用語",464(1),union
465,主詞目,工業,kang-gia̍p,科技、工業,465(1),industry
466,主詞目,才會,tsiah ē,連詞、介詞,466(1),Only then
467,主詞目,山溝,suann-kau,"地理,自然現象",467(1),ravine
468,主詞目,山盟海誓,san-bîng-hái-sè,性質、程度,468(1),A pledge of eternal love
469,主詞目,下落,hē-lo̍h,境況、狀態-擬人,469(1),whereabouts
470,主詞目,千萬,tshian-bān,"數詞、量詞,副詞",470(1),Ten million
471,主詞目,大腸,tuā-tn̂g,"生理構造,食物、飲料、煙酒",471(1),the large intestine
472,主詞目,大舅,tuā-kū,"宗族、家庭,稱謂輩分",472(1),Uncle
473,主詞目,小腸,sió-tn̂g,"生理構造,食物、飲料、煙酒",473(1),small intestine
474,主詞目,山腰,suann-io,"地理,自然現象",474(1),mountainside
475,主詞目,大腹肚,tuā-pak-tóo,生養老死,475(1),pot belly
476,主詞目,口試,kháu-tshì,"相關用語,教育、學術",476(1),oral
477,主詞目,下跤,ē-kha,空間方位,477(1),fall down
478,主詞目,土話,thóo-uē,國家、社會、民眾,478(1),patois
479,主詞目,大話,tuā-uē,氣質態度,479(1),Big talk
480,主詞目,山貉,suann-hô,獸類,480(1),Mountain raccoon dog
481,主詞目,山賊,suann-tsha̍t,"泛稱,地位、身世、背景",481(1),Bandits
482,主詞目,山跤,suann-kha,"地理,自然現象",482(1),mountain wrestling
483,主詞目,下跤手人,ē-kha-tshiú-lâng,"泛稱,相關用語",483(1),The wrestler
484,主詞目,大跤胴,tuā-kha-tâng,體態樣貌,484(1),big body
485,主詞目,三跤馬,sann-kha-bé,生活用品,485(1),Three fallen horses
486,主詞目,三跤貓,sann-kha-niau,泛稱,486(1),Three falling cats
487,主詞目,低路,kē-lōo,才智能力,487(1),low road
488,主詞目,大路,tuā-lōo,"個性風格,道路、橋梁",488(1),main road
489,主詞目,小路,sió-lōo,道路、橋梁,489(1),path
490,主詞目,大道公,Tāi-tō-kong,神明、鬼怪、教派,490(1),Da Da Gong
491,主詞目,三頓,sann tǹg,食物、飲料、煙酒,491(1),three meals
492,主詞目,山雺,suann-bông,"天文,自然現象",492(1),mountain jellyfish
493,主詞目,大鼓,tuā-kóo,戲劇、音樂,493(1),Big drum
494,主詞目,大壽,tuā-siū,"生養老死,婚喪喜慶",494(1),birthday
495,主詞目,大漢,tuā-hàn,生養老死,495(1),big man
496,主詞目,大箍,tuā-khoo,"體態樣貌,形貌、體積,數詞、量詞",496(1),big hoop
497,主詞目,大箍呆,tuā-khoo-tai,體態樣貌,497(1),Dahudu
498,主詞目,上緊,siōng kín,"時間節令,性質、程度",498(1),Tighten
499,主詞目,大腿,tuā-thuí,生理構造,499(1),thigh
500,主詞目,大腿骨,tuā-thuí-kut,生理構造,500(1),thigh bone
501,主詞目,上蓋,siōng-kài,副詞,501(1),upper cover
502,主詞目,小說,sió-suat,文學、藝術,502(1),novel
503,主詞目,大銀,tuā-gîn/tuā-gûn,相關器具、活動,503(1),Dayin
504,主詞目,小銀,sió-gîn/sió-gûn,相關器具、活動,504(1),Xiaoyin
505,主詞目,亡魂,bông-hûn,"生養老死,相關器具、活動",505(1),dead soul
506,主詞目,大餅,tuā-piánn,"性別、婚姻,婚喪喜慶,事、物泛稱",506(1),Flatbread
507,主詞目,三層,sam-tsân,"動物形體、行為,食物、飲料、煙酒",507(1),third floor
508,主詞目,工寮,kang-liâu,建築物、結構,508(1),Workhouse
509,主詞目,工廠,kang-tshiúnn,"科技、工業,建築物、結構",509(1),factory
510,主詞目,三層肉,sam-tsân-bah,食物、飲料、煙酒,510(1),Three layers of meat
511,主詞目,大廣絃,tuā-kóng-hiân,戲劇、音樂,511(1),daguangxian
512,主詞目,小數,sió-sòo,"性質、程度,數詞、量詞",512(1),decimal
513,主詞目,干樂,kan-lo̍k,休閒、娛樂,513(1),Qianle
514,主詞目,大熱,tuā-jua̍h/tuā-lua̍h,氣候溫度,514(1),Big hit
515,主詞目,大範,tuā-pān,氣質態度,515(1),Dafan
516,主詞目,山線,suann-suànn,道路、橋梁,516(1),mountain line
517,主詞目,三線路,sam-suànn-lōo,道路、橋梁,517(1),Three lines
518,主詞目,上課,siōng-khò,教育、學術,518(1),Attend class
519,主詞目,工課,khang-khuè,"相關用語,生活勞動",519(1),Work class
520,主詞目,才調,tsâi-tiāu,才智能力,520(1),Talent
521,主詞目,大賣,tuā-bē/tuā-buē,商業,521(1),Big sale
522,主詞目,小賣,sió-bē/sió-buē,商業,522(1),hawker
523,主詞目,山豬,suann-ti/suann-tu,獸類,523(1),wild boar
524,主詞目,下輩,ē-puè,稱謂輩分,524(1),junior
525,主詞目,三輪車,sann-lián-tshia,交通、運輸,525(1),Tricycle
526,主詞目,下頦,ē-hâi,生理構造,526(1),chin
527,主詞目,大學,tāi-ha̍k,教育、學術,527(1),University
528,主詞目,小學,sió-ha̍k,教育、學術,528(1),primary school
529,主詞目,弓蕉,king-tsio,"蔬果作物,食物、飲料、煙酒",529(1),bow banana
530,主詞目,弓蕉油,king-tsio-iû,"科技、工業,食物、飲料、煙酒",530(1),Banana oil
531,主詞目,山貓,suann-niau,獸類,531(1),bobcat
532,主詞目,口頭,kháu-thâu,語言、文字、符號,532(1),oral
533,主詞目,山頭,suann-thâu,"地理,自然現象,生養老死,婚喪喜慶",533(1),hilltop
534,主詞目,工頭,kang-thâu,相關用語,534(1),foreman
535,主詞目,上頭仔,siōng-thâu-á,性質、程度,535(1),Shangtouzi
536,主詞目,大頭拇,tuā-thâu-bú,生理構造,536(1),thumb
537,主詞目,大頷胿,tuā-ām-kui,"氣質態度,傷疾病痛",537(1),Big chin
538,主詞目,大頭菜,tuā-thâu-tshài,"蔬果作物,食物、飲料、煙酒",538(1),Kohlrabi
539,主詞目,大戲,tuā-hì,戲劇、音樂,539(1),drama
540,主詞目,山嶺,suann-niá,"地理,自然現象",540(1),mountains
541,主詞目,土檨仔,thóo-suāinn-á,"蔬果作物,食物、飲料、煙酒",541(1),Tujiazai
542,主詞目,上濟,siōng tsē/siōng tsuē,副詞,542(1),Shangji
543,主詞目,上聲,sióng-siann,語言、文字、符號,543(1),rising voice
544,主詞目,大聲,tuā-siann,"反應、表情,待人處事",544(1),loud
545,主詞目,大膽,tuā-tánn,個性風格,545(1),Bold
546,主詞目,大聲話,tuā-siann-uē,氣質態度,546(1),Talk loudly
547,主詞目,下擺,ē-pái,時間節令,547(1),hem
548,主詞目,小嬸,sió-tsím,"宗族、家庭,稱謂輩分",548(1),aunt
549,主詞目,土雞仔,thóo-ke-á/thóo-kue-á,"禽類,相關用語",549(1),Chicken boy
550,主詞目,下顎,ē-kok,生理構造,550(1),jaw
551,主詞目,工藝,kang-gē,休閒、娛樂,551(1),Craftsmanship
552,主詞目,下願,hē-guān,心理活動,552(1),Make a wish
553,主詞目,大龐,tuā-phiāng,體態樣貌,553(1),big
554,主詞目,大麵,tuā-mī,食物、飲料、煙酒,554(1),Large noodles
555,主詞目,大欉,tuā-tsâng,"植物形體、狀態,體態樣貌",555(1),Dahu
556,主詞目,大廳,tuā-thiann,建築物、結構,556(1),hall
557,主詞目,不,put,副詞,557(1),No
558,主詞目,丑,thiú,"時間節令,服務業及其他",558(1),ugly
559,主詞目,中,tìng,一般動詞-靜態動詞,559(1),middle
560,主詞目,中,tiong,空間方位,560(1),middle
561,主詞目,中,tiòng,"一般動詞-行為動詞,一般動詞-靜態動詞",561(1),middle
562,主詞目,丹,tan,"醫療保健,相關器具、活動,顏色、氣味",562(1),Dan
563,主詞目,之,tsi,"代名詞,連詞、介詞",563(1),Of
564,主詞目,予,hōo,"一般動詞-行為動詞,連詞、介詞",564(1),give
565,主詞目,五,gōo,數詞、量詞,565(1),five
566,主詞目,五,ngóo,數詞、量詞,566(1),five
567,主詞目,井,tsénn/tsínn,"生活用品,居住環境",567(1),well
568,主詞目,仁,jîn/lîn,"道德評價,形貌、體積,事、物泛稱",568(1),Benevolence
569,主詞目,仄,tseh,語言、文字、符號,569(1),narrow
570,主詞目,仆,phak,肢體動作,570(1),servant
571,主詞目,仇,siû,待人處事,571(1),hatred
572,主詞目,今,tann,時間節令,572(1),now
573,主詞目,允,ín/ún,一般動詞-行為動詞,573(1),allow
574,主詞目,內,lāi,空間方位,574(1),Inside
575,主詞目,內,luē,空間方位,575(1),Inside
576,主詞目,公,kang,動物形體、行為,576(1),male
577,主詞目,公,kong,"地位、身世、背景,稱謂輩分,境況、狀態-擬事,性質、程度",577(1),male
578,主詞目,六,la̍k,數詞、量詞,578(1),six
579,主詞目,六,lio̍k,數詞、量詞,579(1),six
580,主詞目,冇,phànn,"生活狀況,建築物、結構,性質、程度",580(1),without
581,主詞目,冗,līng,"形貌、體積,性質、程度,一般動詞-靜態動詞",581(1),redundant
582,主詞目,冗,liōng,性質、程度,582(1),redundant
583,主詞目,凶,hiong,"個性風格,境況、狀態-擬事",583(1),fierce
584,主詞目,分,hun,"一般動詞-行為動詞,數詞、量詞",584(1),point
585,主詞目,分,pun,一般動詞-行為動詞,585(1),point
586,主詞目,切,tshiat,一般動詞-行為動詞,586(1),cut
587,主詞目,勻,ûn,"稱謂輩分,數詞、量詞",587(1),uniform
588,主詞目,勼,kiu,"氣質態度,一般動詞-活動動詞",588(1),勼
589,主詞目,勾,kau,一般動詞-行為動詞,589(1),hook
590,主詞目,內䘥仔,lāi-kah-á,衣帽鞋襪,590(1),Nei Wan Zai
591,主詞目,中人,tiong-lâng,服務業及其他,591(1),middle man
592,主詞目,允人,ín--lâng/ún--lâng,一般動詞-行為動詞,592(1),Allow people
593,主詞目,不才,put-tsâi,稱謂輩分,593(1),Not talented
594,主詞目,內山,lāi-suann,"地理,自然現象",594(1),Uchiyama
595,主詞目,內才,lāi-tsâi,才智能力,595(1),Internal talent
596,主詞目,分寸,hun-tshùn,"氣質態度,待人處事",596(1),Proportion
597,主詞目,不三不四,put-sam-put-sù,道德評價,597(1),dubious
598,主詞目,不仁,put-jîn/put-lîn,道德評價,598(1),heartless
599,主詞目,中元,Tiong-guân,"時間節令,生活狀況,相關器具、活動",599(1),Zhongyuan
600,主詞目,五仁,ngóo-jîn/ngóo-lîn,"個性風格,食物、飲料、煙酒,語言、文字、符號",600(1),five benevolence
601,主詞目,仁丹,jîn-tan/lîn-tan,醫療保健,601(1),Rendan
