defid,wordid,partofspeech,def_chinese,def_english
310,201,名詞,天干的第六位。,The sixth place of Heavenly Stems.
311,202,名詞,地支的第六位。,The sixth of the Earthly Branches.
312,203,名詞,可擦拭、披用、包蓋的方型或長方型的布，都可以說是巾。,"A square or rectangular cloth that can be wiped, draped, or covered can be said to be a towel."
313,204,名詞,古代的防禦兵器，即盾牌。,"An ancient defensive weapon, the shield."
314,204,名詞,古代記錄年、月、日、時的方法。,"The ancient method of recording the year, month, day, and hour."
315,204,動詞,介入、參與。,"Intervene, participate."
316,204,動詞,冒犯。,offend.
317,205,名詞,武器名。彎弧形，用於射箭的工具。,"Weapon name. Curved, tool used for archery."
318,205,名詞,形狀似彎弧形的東西。,Something shaped like a curve.
319,205,動詞,撐開、張開。,"Open, open."
320,205,量詞,計算弧形東西的單位。,Calculates units for arcs.
321,206,名詞,能力、才智、本事。,"Ability, intelligence, ability."
322,206,名詞,有某種資質或身份的人。,A person with certain qualifications or status.
323,207,副詞,方、始。,"Fang, Shi."
324,207,副詞,只有。,only.
325,207,副詞,表強調的語氣。,Expresses an emphasized tone.
326,207,副詞,再。表示接續在另一動作之後。,Again. Indicates the continuation of another action.
327,208,量詞,計算物體體積的單位。常用在木材的計算，一才為一台寸寬×一台寸厚×十台尺長。,"The unit used to calculate the volume of an object. Commonly used in the calculation of wood, one inch is one inch wide × one inch thick × ten feet long."
328,208,量詞,計算物體面積的單位。可見於紙張、玻璃、石材、窗簾等的計算，一才為一尺(三十公分)見方。,"A unit for calculating the area of ​​an object. It can be seen in the calculation of paper, glass, stone, curtains, etc., that one foot is one foot (30 centimeters) square."
329,209,名詞,下巴、下顎。,"Chin, jaw."
330,210,名詞,岳父。稱謂。男子稱妻子的父親。,father in law. title. A man calls his wife father.
331,211,形容詞,傻氣、不正經。形容女性有點傻氣、粗野或言行舉止違悖常理、不正經。,"Stupid and immoral. Describes a woman who is a bit silly, rude, or behaves unnaturally and improperly."
332,212,名詞,比較粗魯、率直的人。,A more rude and straightforward person.
333,213,名詞,日治時代老百姓對警察的稱呼。源自日語。,The common people's name for the police during the Japanese colonial period. Derived from Japanese.
334,214,名詞,成年人。,adults.
335,215,形容詞,形容很用力，或者出重力。,It is used to describe something that is very forceful or exerts gravity.
336,216,名詞,品德操守低下，人格卑劣的人。,People with low moral integrity and despicable personality.
337,217,名詞,蔓生植物。可以入藥，有散血定痛的功效，常和杜仲相配合。嫩葉可以食用，是餐廳常見的野菜佳餚。,Trailing plants. It can be used as medicine and has the effect of dispersing blood and relieving pain. It is often combined with Eucommia ulmoides. The young leaves are edible and are a common wild vegetable delicacy in restaurants.
338,218,名詞,工人。靠勞力工作，以換取工資的人。,Worker. A person who works by labor in exchange for wages.
339,219,名詞,稱謂。男性稱呼妻子的爺爺或外公。,title. Men call their wives grandpa or grandpa.
340,220,名詞,皮條客。為男女雙方媒介色情，拉攏不正當關係的牽合者。因為與妓女三七分帳，才有此稱呼。,Pimp. A person who mediates pornography for both men and women and brings them together in inappropriate relationships. It is called this because it is divided into three or seven accounts with prostitutes.
341,221,名詞,岳父。稱謂，男性稱呼妻子的父親。,"father in law. Title, a man calls his wife's father."
342,222,形容詞,傻氣、不正經。形容女性有點傻氣、粗野或言行舉止違悖常理、不正經。,"Stupid and immoral. Describes a woman who is a bit silly, rude, or behaves unnaturally and improperly."
343,223,名詞,稱謂。男性稱呼妻子的奶奶或外婆。,title. Men call their wives grandma or grandma.
344,224,副詞,最久。,longest.
345,225,動詞,登山、爬山。,"Mountain climbing, mountain climbing."
346,226,動詞,常用在戲曲的對白，指修行人要離開修行的地點。,It is often used in opera dialogues to refer to the place where practitioners are leaving their practice.
347,227,副詞,經過一段相當長久的時間。,After quite a long time.
348,228,形容詞,指很用力。,Finger very hard.
349,229,形容詞,飯量少、食量小。,Eat less and eat less.
350,230,名詞,指一般打零工的人，因其工作性質、內容均不定，有時亦為副手，故稱為小工。,"Refers to people who generally do odd jobs. Because the nature and content of their work are uncertain, and they sometimes work as assistants, they are called small workers."
351,231,名詞,有卓越文才或學問能力的男子。,A man with outstanding literary or intellectual abilities.
352,232,名詞,有志氣而且勇敢剛毅的男子。,A man with ambition and courage.
353,233,副詞,偏偏。,Exactly.
354,234,名詞,廣東省潮州的明山、獨山及中山三座山的山神總稱。後來人民遷徙臺灣，在臺灣各地都有祭祀的廟宇，香火鼎盛，是客家族群和潮州人的守護神。,"The collective name for the mountain gods of Mingshan, Dushan and Zhongshan mountains in Chaozhou, Guangdong Province. Later, people moved to Taiwan, and there are temples offering sacrifices to him all over Taiwan. The incense is very popular. He is the patron saint of the Hakka group and the Chaozhou people."
355,235,形容詞,成千上萬，形容數量很多。,"Thousands, to describe a large number."
356,236,動詞,送葬到墓地，護送棺木到墓地。,Take the funeral to the cemetery and escort the casket to the cemetery.
357,237,名詞,姑公、姨公。稱謂。稱呼姑婆或姨婆的先生。,Great-aunt and great-uncle. title. A gentleman who calls great aunt or great aunt.
358,238,名詞,元宵節、上元節。我國傳統民俗節日之一。農曆正月十五日為天官大帝誕辰，清晨會祭拜三界公。,"Lantern Festival and Shangyuan Festival. One of my country's traditional folk festivals. The fifteenth day of the first lunar month is the birthday of Emperor Tianguan, and the Lord of the Three Realms will be worshiped in the early morning."
359,239,名詞,下元節。傳統民俗節日之一。農曆十月十五日為三官大帝的誕辰，通常在十月十四日晚間十一點開始祭拜，主要供品為甜湯圓、「麻粩」(muâ-láu)、「米粩」(bí-láu)。,"Xiayuan Festival. One of the traditional folk festivals. The 15th day of the 10th lunar month is the birthday of Emperor Sanguan. Worships usually start at 11pm on the 14th day of the lunar month. The main offerings are sweet glutinous rice balls, muâ-láu and bí -láu)."
360,240,名詞,後輩、晚輩。,"Juniors, juniors."
361,241,副詞,頂多、充其量。至多也不過如此。,"At most, at best. At most, nothing more than that."
362,242,熟語,不時、經常。,"From time to time, often."
363,243,名詞,處理喪葬墓穴的工人。 ,Workers handling funeral crypts. 
364,243,形容詞,形容個性粗魯耿直。,Describes a rude and upright personality.
365,244,名詞,戲劇或馬戲團中表演滑稽逗趣腳色的人。,A person who performs funny roles in a theater or circus.
366,244,名詞,比喻舉止不莊重，善於逗趣的人。,It is a metaphor for a person who is not solemn in his behavior and is good at making fun.
367,245,形容詞,形容人的個性粗魯，就像墓穴工一樣。,"Describes a person's rude personality, like a tomb worker."
368,246,名詞,元宵節、上元節。我國傳統民俗節日之一。農曆正月十五日為天官大帝誕辰，清晨會祭拜三界公。,"Lantern Festival and Shangyuan Festival. One of my country's traditional folk festivals. The fifteenth day of the first lunar month is the birthday of Emperor Tianguan, and the Lord of the Three Realms will be worshiped in the early morning."
369,247,時間詞,清晨到中午之間。,Between early morning and noon.
370,248,名詞,上蒼。對具有無窮力量的天或是天上神明的總稱。,God. A general term for the infinitely powerful sky or gods in the sky.
371,249,副詞,對技術或工作已掌握熟練，駕馭自如。,Have mastered the technology or work and can control it freely.
372,249,動詞,到手、得逞。,"Get it, succeed."
373,250,動詞,從水井裡取水上來。,Get water from the well.
374,251,時間詞,中午過後的時間，指中午十二點到黃昏前的一段時間。,The time after noon refers to the period from 12 noon to before dusk.
375,252,動詞,動手去做。,Just do it.
376,253,名詞,商業活動中買進貨物的人。,A person who buys goods in commercial activities.
377,253,名詞,手下。,subordinates.
378,254,名詞,內臟。雞、鴨等禽類動物的內臟。,"Offal. Offal from chickens, ducks and other poultry animals."
379,255,名詞,指道路、橋樑或建築物的興建、改建、維護等工作。,"Refers to the construction, reconstruction, and maintenance of roads, bridges, or buildings."
380,256,形容詞,慷慨不小氣。,Be generous but not stingy.
381,256,形容詞,舉止得體合宜、不矯飾，有大家風範。,"Behave appropriately, without pretense, and in a classy manner."
382,257,名詞,吉日。指適合婚喪嫁娶的好日子。,Auspicious day. Refers to a good day suitable for weddings and funerals.
